project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
Temoa,Tools for Energy Model Optimization and Analysis (Temoa) is an open source modeling framework for conducting energy system analysis.,TemoaProject,https://github.com/TemoaProject/temoa.git,github,,Energy Modeling and Optimization,"2022/11/06, 14:18:05",74,0,8,true,Python,,,"Python,Jupyter Notebook,Shell",http://temoacloud.com,,"2015/01/10, 19:22:06",3210,GPL-2.0,1,878,"2023/10/12, 12:32:43",7,39,48,20,13,2,0.2,0.555555555555556,"2023/03/08, 18:13:15",v2.0,0,11,false,,false,true,,,,,,,,,,,
PowerSystemDataModel,Provides an extensive data model capable of modeling energy systems with high granularity e.g. for bottom-up simulations.,ie3-institute,https://github.com/ie3-institute/PowerSystemDataModel.git,github,"simulation,datamodel,powersystem",Energy Modeling and Optimization,"2023/10/20, 20:32:47",15,0,1,true,Java,"Institute of Energy Systems, Energy Efficiency and Energy Economics - ie3",ie3-institute,"Java,Groovy",,,"2020/01/23, 16:00:59",1371,BSD-3-Clause,678,3392,"2023/10/20, 20:32:49",90,571,822,225,5,18,0.9,0.701775147928994,"2023/08/01, 14:20:05",4.0.0,13,22,false,,false,true,,,https://github.com/ie3-institute,https://ie3.etit.tu-dortmund.de/,"Dortmund, Germany ",,,https://avatars.githubusercontent.com/u/58265273?v=4,,,
PyPSA-Eur-Sec,A Sector-Coupled Open Optimisation Model of the European Energy System.,PyPSA,https://github.com/PyPSA/pypsa-eur-sec.git,github,"pypsa,energy,energy-system,energy-model,energy-system-model",Energy Modeling and Optimization,"2023/03/18, 12:51:31",82,0,22,true,Python,PyPSA,PyPSA,Python,https://pypsa-eur-sec.readthedocs.io/,",https://doi.org/10.5281/zenodo.3938042,https://arxiv.org/abs/2207.05816,https://arxiv.org/abs/2109.09563,https://arxiv.org/abs/1801.05290","2019/04/17, 15:43:45",1652,MIT,211,1055,"2023/05/16, 08:38:48",1,197,197,82,162,1,0.5,0.716216216216216,"2023/02/16, 20:39:50",v0.7.0,0,20,false,,false,false,,,https://github.com/PyPSA,www.pypsa.org,,,,https://avatars.githubusercontent.com/u/32890768?v=4,,,
antaresViz,"Visualize the results of Antares, an Open Source power system simulator meant to be used by anybody placing value in quantifying the adequacy or the economic performance of interconnected energy systems, at short or remote time horizons.",rte-antares-rpackage,https://github.com/rte-antares-rpackage/antaresViz.git,github,"r,monte-carlo-simulation,simulation,optimization,linear-programming,stochastic-simulation-algorithm,energy,electric,renewable-energy,adequacy,shiny,shiny-apps,manipulatewidge,dygraphs,plotly,leaflet,rte,bilan,previsionnel,tyndp",Energy Modeling and Optimization,"2023/10/17, 07:52:27",20,0,2,true,R,rte-antares-rpackage,rte-antares-rpackage,"R,HTML,JavaScript,CSS",https://rte-antares-rpackage.github.io/antaresViz,,"2016/11/15, 16:47:23",2535,MIT,13,932,"2023/10/17, 07:52:46",40,40,166,13,8,1,0,0.623544631306598,"2022/11/25, 15:54:43",v0.17.1,0,11,false,,false,false,,,https://github.com/rte-antares-rpackage,https://rte-antares-rpackage.github.io/rPackagesRte/,,,,https://avatars.githubusercontent.com/u/23478907?v=4,,,
antaresRead,"Import, manipulate and explore the results of an Antares simulation.",rte-antares-rpackage,https://github.com/rte-antares-rpackage/antaresRead.git,github,"r,monte-carlo-simulation,optimisation,simulation,linear-algebra,energy,electricity,adequacy,rhdf5,hdf5,rte,tyndp,bilan,previsionnel",Energy Modeling and Optimization,"2023/10/03, 12:05:01",11,0,2,true,R,rte-antares-rpackage,rte-antares-rpackage,R,,,"2016/11/15, 15:26:32",2535,MIT,51,1001,"2023/10/03, 12:05:11",8,99,213,44,22,3,0,0.598997493734336,"2023/09/04, 12:52:46",v2.6.0,0,14,false,,false,false,,,https://github.com/rte-antares-rpackage,https://rte-antares-rpackage.github.io/rPackagesRte/,,,,https://avatars.githubusercontent.com/u/23478907?v=4,,,
Spine-Toolbox,"An application to define, manage, and execute various energy system simulation models.",Spine-project,https://github.com/spine-tools/Spine-Toolbox.git,github,"spine-toolbox,python,energy,anaconda,miniconda,simulation-model,workflow,data",Energy Modeling and Optimization,"2023/10/09, 10:46:46",54,0,13,true,Python,Spine tools,spine-tools,"Python,Inno Setup,GAMS,Batchfile,Julia",https://www.tools-for-energy-system-modelling.org/,",https://doi.org/10.1016/j.softx.2021.100967.\n\n##","2018/09/26, 07:24:52",1855,LGPL-3.0,560,6627,"2023/10/25, 06:20:50",250,212,2076,549,0,3,0.4,0.622357463164638,"2023/08/25, 10:51:26",0.7.0,17,16,false,,false,false,,,https://github.com/spine-tools,http://www.tools-for-energy-system-modelling.org,,,,https://avatars.githubusercontent.com/u/42807090?v=4,,,
demandlib,With the demandlib you can create power and heat profiles for various sectors by scaling them to your desired demand.,oemof,https://github.com/oemof/demandlib.git,github,,Energy Modeling and Optimization,"2023/06/26, 15:36:16",46,21,7,true,Python,oemof community,oemof,Python,https://oemof.org,,"2016/04/08, 06:17:48",2756,MIT,11,241,"2023/03/29, 11:52:18",12,21,43,2,210,2,1.5,0.426470588235294,"2021/01/27, 16:20:30",v0.1.8,0,11,false,,false,true,"stadt-land-energie-projekt/oemof-B3-robustness-module,in-RET/inretensys-fastapi,jowie1508/oemof-B3,sharijide/Nigeria_oemof,rl-institut/oemof-B3-methane,oemof/oemof,moritz-reuter/ESEM-EE,rl-institut/Uganda_oemof,MarBrandt/MBTools,inecmod/LAEND_v031,rl-institut/oemof-B3,SESMG/SESMG,lilychau1/smart_meter_data_analysis,brizett/reegis_hp,greco-project/pvcompare,reegis/berlin_hp,reegis/deflex,rl-institut/appBBB,reegis/reegis,openego/data_processing,openego/eDisGo",,https://github.com/oemof,https://oemof.org,Germany,,,https://avatars.githubusercontent.com/u/8503379?v=4,,,
dieter_py,An open source power sector optimization model that has been developed to investigate the role of electricity storage and sector coupling options in future scenarios with high shares of renewable energy sources.,diw-evu/dieter_public,https://gitlab.com/diw-evu/dieter_public/dieterpy,gitlab,,Energy Modeling and Optimization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMEGAlpes,"Aims to be an energy systems modeling tool for linear optimization (LP, MILP).",omegalpes,,custom,,Energy Modeling and Optimization,,,,,,,,,,https://gricad-gitlab.univ-grenoble-alpes.fr/omegalpes/omegalpes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deflex,"Flexible multi-regional energy system model for heat, power and mobility.",reegis,https://github.com/reegis/deflex.git,github,,Energy Modeling and Optimization,"2022/06/22, 19:47:21",11,2,0,false,Python,reegis,reegis,Python,,",https://doi.org/10.5281/zenodo.3572594\n\n\n------------------------------------------------\n\n,https://doi.org/10.5281/zenodo.3572594,https://doi.org/10.5281/zenodo.3572594\n\nGallery\n-------\n\nThe","2018/01/29, 14:07:48",2095,MIT,0,939,"2022/02/25, 08:45:03",9,27,27,0,607,0,0,0.076923076923077,"2022/02/25, 14:08:07",v0.4.0rc2,1,5,false,,false,true,"reegis/deflex,uvchik/reegis_phd",,https://github.com/reegis,,,,,https://avatars.githubusercontent.com/u/35924869?v=4,,,
energy-py-linear,Optimizing energy systems using mixed integer linear programming.,ADGEfficiency,https://github.com/ADGEfficiency/energy-py-linear.git,github,"python,optimization,energy",Energy Modeling and Optimization,"2023/10/21, 02:39:04",53,2,15,true,Python,,,"Python,Makefile",,,"2019/01/15, 21:59:41",1743,MIT,25,143,"2023/10/17, 00:52:10",3,31,46,28,8,1,0,0.206349206349206,"2023/10/21, 05:27:48",v1.1.0,0,3,false,,false,false,"ADGEfficiency/space-between-money-and-the-planet,ADGEfficiency/energy-py-experiments",,,,,,,,,,
switch-model,Optimal planning model for power systems with large shares of renewable energy.,switch-model,https://github.com/switch-model/switch.git,github,,Energy Modeling and Optimization,"2022/11/01, 23:56:15",109,0,13,true,Python,Switch Power System Planning Model,switch-model,Python,http://switch-model.org/,,"2015/04/08, 00:59:34",3122,CUSTOM,18,744,"2023/01/29, 17:30:41",27,99,119,6,269,11,0.2,0.342900302114804,"2022/11/02, 00:53:23",2.0.7,0,9,false,,false,false,,,https://github.com/switch-model,http://switch-model.org,,,,https://avatars.githubusercontent.com/u/11792892?v=4,,,
AnyMOD.jl,Creating large scale energy system models with multiple periods of capacity expansion formulated as linear optimization problems.,leonardgoeke,https://github.com/leonardgoeke/AnyMOD.jl.git,github,"capacity-expansion-planning,energy,julia,linear-programming,optimization",Energy Modeling and Optimization,"2022/10/14, 17:09:00",60,0,10,true,Julia,,,Julia,,",https://arxiv.org/abs/2004.10184,https://arxiv.org/abs/2011.00895","2019/09/11, 19:08:21",1505,MIT,0,427,"2023/10/13, 15:48:14",5,12,16,3,12,2,0,0,"2022/12/28, 23:06:03",flexibleElectrificationWorkingPaper,0,1,false,,false,false,,,,,,,,,,,
FlexiGIS,"Extracts, filters and categorizes the geo-referenced urban energy infrastructure and allocates the required decentralized storage in urban settings.",FlexiGIS,https://github.com/FlexiGIS/FlexiGIS.git,github,,Energy Modeling and Optimization,"2023/02/22, 10:10:26",17,0,5,true,Python,,,"Python,Makefile",,",https://doi.org/10.5281/zenodo.4497334","2019/12/02, 08:47:33",1423,MIT,1,133,"2022/08/23, 05:06:01",1,6,6,0,428,1,0,0.161290322580645,"2021/02/03, 08:41:08",v1.0.0,0,4,false,,false,false,,,,,,,,,,,
EMMA,"A techno-economic model of the north-west European power market covering France, Benelux, Germany and Poland.",,,custom,,Energy Modeling and Optimization,,,,,,,,,,https://neon.energy/emma/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reVX,Renewable Energy Potential(V) eXchange Toot.,NREL,https://github.com/NREL/reVX.git,github,,Energy Modeling and Optimization,"2023/10/05, 17:06:02",15,1,4,true,Python,National Renewable Energy Laboratory,NREL,"Python,Tcl,Dockerfile",https://nrel.github.io/reVX/,",https://zenodo.org/badge/latestdoi/201337735\n\n,https://doi.org/10.5281/zenodo.4507580.\n","2019/08/08, 21:07:31",1538,BSD-3-Clause,271,1848,"2023/10/05, 17:06:06",7,139,191,35,20,2,2.4,0.474926253687316,"2023/08/15, 15:41:09",v0.3.53,0,8,false,,false,false,NREL-Sienna/reV-PowerSystems,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,
CapacityExpansion.jl,Future energy system planning (Generation and Transmission Capacity Expansion Planning) in Julia.,YoungFaithful,https://github.com/YoungFaithful/CapacityExpansion.jl.git,github,"capacity-expansion-planning,energy,energy-optimization-model,julia,jump,clustering,california,germany",Energy Modeling and Optimization,"2021/04/27, 07:58:56",22,0,6,false,Julia,,,"Julia,TeX",https://youngfaithful.github.io/CapacityExpansion.jl/stable,",https://zenodo.org/badge/latestdoi/178281868,https://doi.org/10.21105/joss.02034,https://doi.org/10.21105/joss.02034,https://doi.org/10.21105/joss.02034,https://doi.org/10.21105/joss.02034","2019/03/28, 21:02:36",1671,MIT,0,543,"2021/04/27, 07:58:56",6,45,60,0,911,1,0.6,0.496296296296296,"2020/09/30, 18:35:18",v0.2.2,0,3,false,,false,true,,,,,,,,,,,
DPsim,A solver library for dynamic power system simulation.,sogno-platform,https://github.com/sogno-platform/dpsim.git,github,"simulation,real-time,dynamic-phasors,powerflow,electromagnetic-transient,power-systems,emt,quasi-stationary",Energy Modeling and Optimization,"2023/10/18, 15:15:10",52,4,18,true,C++,SOGNO,sogno-platform,"C++,CMake,C,Shell,Python,Dockerfile,Makefile",https://sogno.energy/dpsim/,,"2020/01/29, 08:49:59",1365,MPL-2.0,424,4413,"2023/10/18, 15:15:11",93,124,163,90,7,31,0.9,0.666210295728368,,,0,20,false,,false,false,"sogno-platform/dpsim,JTS22/dpsim,gnakti/dpsim,pipeacosta/dpsim",,https://github.com/sogno-platform,https://sogno.energy/,,,,https://avatars.githubusercontent.com/u/73550268?v=4,,,
GenX,"A highly-configurable, open source electricity resource capacity expansion model that incorporates several state-of-the-art practices in electricity system planning to offer improved decision support for a changing electricity landscape.",GenXProject,https://github.com/GenXProject/GenX.git,github,,Energy Modeling and Optimization,"2023/08/04, 18:51:45",201,0,67,true,Julia,,,Julia,https://genxproject.github.io/GenX/dev/,,"2021/05/19, 17:57:57",889,GPL-2.0,122,823,"2023/10/04, 21:34:35",62,353,504,272,20,7,14,0.649328859060403,"2023/08/01, 19:35:41",v0.3.6,0,18,false,,false,false,,,,,,,,,,,
Open Energy Platform,"Aims to ensure quality, transparency and reproducibility in energy system research. It is a collection of various tools and information and that help working with energy-related data.",OpenEnergyPlatform,https://github.com/OpenEnergyPlatform/oeplatform.git,github,"oep,django,rest-api,energy,database,open-energy-family,open-data",Energy Modeling and Optimization,"2023/10/23, 18:30:39",56,0,9,true,Python,Open Energy Family,OpenEnergyPlatform,"Python,JavaScript,HTML,SCSS,CSS,Shell,Dockerfile,Mako,Less",http://openenergyplatform.org/,,"2015/11/20, 14:21:02",2896,AGPL-3.0,1429,4725,"2023/10/23, 15:15:19",245,496,1149,304,2,9,0.1,0.547762191048764,"2023/10/23, 16:08:22",v0.15.3,0,36,false,,false,true,,,https://github.com/OpenEnergyPlatform,https://github.com/OpenEnergyPlatform/organisation/blob/master/README.md,"Magdeburg, Germany",,,https://avatars.githubusercontent.com/u/37101913?v=4,,,
PyPSA,"A free software toolbox for simulating and optimizing modern power systems that include features such as conventional generators with unit commitment, variable wind and solar generation, storage units, coupling to other energy sectors, and mixed alternating and direct current networks.",PyPSA,https://github.com/PyPSA/PyPSA.git,github,"python,loadflow,optimisation,pyomo,energy-system,power-systems-analysis,optimal-power-flow,powerflow,energy,energy-systems,pypsa,power-flow,power-systems,renewable-energy,electrical-engineering,capacity-expansion-planning,clean-energy,climate-change,renewables",Energy Modeling and Optimization,"2023/10/25, 15:50:25",945,85,234,true,Python,PyPSA,PyPSA,"Python,Makefile",https://pypsa.readthedocs.io,",https://doi.org/10.5281/zenodo.3946412,https://arxiv.org/abs/1707.09913,https://arxiv.org/abs/1707.09913,https://doi.org/10.5334/jors.188,https://doi.org/10.5334/jors.188,https://zenodo.org/,https://doi.org/10.5281/zenodo.3946412,https://doi.org/10.5281/zenodo.786605","2016/01/11, 09:04:18",2844,MIT,763,2314,"2023/10/25, 15:08:53",84,450,666,257,0,16,2,0.776476849387972,"2023/09/30, 06:48:17",v0.25.2,0,58,false,,true,false,"cshearer1977/EnergySystemModelling,maribjorn/pypsa-earth-bo,zhizhiyuyu/pypsa-tide,centrefornetzero/pypsa-fes,LukasFrankenQ/pypsa-fes,markushal/pypsa-reserves-dashboard,BishtArvind/pypsa-meets-earth,LaraNonino/Just_CILlin,alfiyaks/pypsa-kz-my,ktehranchi/ScenarioSelection_PCS,ricnogfer/pypsatopo,PyPSA/pypsa-usa,pypsa-meets-earth/pypsa-earth-lit,fneum/data-science-for-esm,drifter089/pypsaLit-container,clairehalloran/GeoHeat-GB,Tomkourou/feo-viz,2050plus/2050plus,yerbol-akhmetov/pypsa-kaz,ESI-FAR/hydrogen-bypass-example,BKashfutdinov/pypsa_check,nightswall/PyPSA-Simulations,cgegy5/dyryrwyryr,patrik-bartak/L2RPN-Delft-2023-Team-Conceptual,koen-vg/kjernekraft-noreg,GeloSalva/Visayas-Transmission-Simulator-VTS-,drifter089/pypsa-workflow,GeloSalva/Project-A.I-ssurance,LukasBNordentoft/pypsa_netview,pz-max/pypsa-earth-test,NOWUM/smartdso,toznyigit/data-simulator,drifter089/streamlit_vis,PlanQK/EnergyUnitCommitment,tZ3ma/tessif-phd,tZ3ma/tessif-pypsa-0-19-3,fneum/highs-pypsa-progress,SEL-Columbia/PreREISE,patryk-kubiczek/pypsa-pl,NOWUM/dmas,Pikugcp22/https-github.com-pypsa-meets-earth-pypsa-earth,Hasal-Pallewaththe/optimization_of_mathematical_problems_and_systems,ekatef/pypsa-earth,Breakthrough-Energy/PostREISE,Breakthrough-Energy/PreREISE,aeonu/single-line-diagram,lod531/smoothing,pypsa-meets-africa/pypsa-africa-archived,fonsp/grid-analysis,pascaluetz/adversarial-attack-modeling-on-energy-system-design,linz94/birdcatdetection,carlosfv92/pypsa-earth-BO,mikelperez01/Mike,eym55/power_grid_sim,LukasFrankenQ/easter-bush-energy,Breakthrough-Energy/PowerSimData,enlite-ai/maze-l2rpn-2021-submission,Adrianonsare/Geospatial-PowerAnalysis,pypsa-meets-earth/pypsa-earth,instrat-pl/pypsa-pl,openego/eGon-data,maxnutz/res_aut,montefesp/EPIPPy,dgusain1/energysim,eh-tien/L2RPN_submission_simple,PyPSA/pypsa-eur,jnmelchorg/pyensys,martynvdijke/Stargazer,Luiz-Phillip/State_Estimation,AncillaryServicesAcquisitionModel/ASAM,ChillkroeteTTS/ccf-analysis-of-two-coupled-ou-processes,BDonnot/ChroniX2Grid,ik4o5/docker,PyPSA/whobs-server,lukasnacken/pypsa-sec-mga,daanbakker1995/PyPSAServerApi,FRESNA/netallocation,mbardwell/intelligent-simulation-handler,mathildebadoual/training,martynvandijke/Stargazer,openego/eGo,openego/eTraGo,openego/ding0,openego/ego.powerflow,openego/eDisGo",,https://github.com/PyPSA,www.pypsa.org,,,,https://avatars.githubusercontent.com/u/32890768?v=4,,,
oemof,"Open Energy Modelling Framework - A Python toolbox for energy system modeling and optimization. A community driven, modular, flexible and generic software project.",oemof,https://github.com/oemof/oemof.git,github,,Energy Modeling and Optimization,"2023/08/18, 11:22:18",80,38,25,true,Python,oemof community,oemof,"Python,Batchfile",https://oemof.org,,"2016/04/20, 12:33:33",2744,MIT,20,147,"2023/08/18, 11:22:21",31,14,82,13,68,2,9.4,0.614173228346457,"2022/11/09, 16:37:07",v1.0.0,0,11,false,,false,true,"tZ3ma/tessif-examples,UU-ER/EHUB-Py_Training,moritz-reuter/ESEM-EE,dpinney/wiires,rl-institut/oemof-B3,oemof/marketlib,znes/oemof-barbados,oemof-heat/educational_project,brizett/reegis_hp,znes/HESYSOPT,oemof-heat/energy-system-planning-workshop,greco-project/pvcompare,FlexiGIS/FlexiGIS,znes/angus-scenarios,jakob-wo/CoolProp_Examples,modex-flexmex/oemof-flexmex,rl-institut/smooth,oemof/oemof-thermal,oemof/oemof-db,open-fred/cli,rl-institut/multi-vector-simulator,smartie2076/oemof_workshop,rl-institut/workshop,rl-institut/offgridders,rl-institut/WAM_APP_vdi,oemof-heat/released_examples,oemof/oemof-tabular,rl-institut/WAM_APP_stemp_abw,uvchik/reegis_phd,gplssm/elesplan_m_EMP-2018,reegis/berlin_hp,windnode/WindNODE_ABW,reegis/deflex,rl-institut/appBBB,rl-institut/smenos,windnode/WindNODE_KWUM,gplssm/europepstrans,reegis/reegis",,https://github.com/oemof,https://oemof.org,Germany,,,https://avatars.githubusercontent.com/u/8503379?v=4,,,
pyGRETA,Python Generator of REnewable Time series and mAps: a tool that generates high-resolution potential maps and time series for user-defined regions within the globe.,tum-ens,https://github.com/tum-ens/pyGRETA.git,github,"renewable-energy,renewable-timeseries,potentials,wind,pv,csp,gis,high-resolution",Energy Modeling and Optimization,"2022/03/23, 10:38:57",34,0,8,false,Python,Chair of Renewable and Sustainable Energy Systems,tum-ens,Python,,",https://zenodo.org/badge/latestdoi/174577484,https://doi.org/10.5281/zenodo.3727416\n","2019/03/08, 17:08:33",1692,GPL-3.0,0,852,"2021/10/11, 10:38:26",10,127,179,0,744,1,0.2,0.532924961715161,"2022/04/20, 09:45:25",v2.1,0,7,false,,false,false,,,https://github.com/tum-ens,http://www.ens.ei.tum.de,Technical University of Munich,,,https://avatars.githubusercontent.com/u/8157454?v=4,,,
RESKit,A toolkit to help generate renewable energy generation time series for energy systems analysis.,FZJ-IEK3-VSA,https://github.com/FZJ-IEK3-VSA/RESKit.git,github,,Energy Modeling and Optimization,"2021/08/12, 14:00:00",23,0,5,false,Python,FZJ-IEK3,FZJ-IEK3-VSA,Python,,,"2020/01/03, 14:15:33",1391,MIT,0,449,"2020/07/09, 09:06:28",6,10,22,0,1203,2,0.5,0.117647058823529,"2021/08/13, 06:17:41",v0.3.0,0,10,false,,false,false,,,https://github.com/FZJ-IEK3-VSA,https://www.fz-juelich.de/iek/iek-3/EN/Home/home_node.html,Forschungszentrum Jülich,,,https://avatars.githubusercontent.com/u/28654423?v=4,,,
PowSyBl,"An open source framework written in Java, that makes it easy to write complex software for power systems simulations and analysis.",powsybl,https://github.com/powsybl/powsybl-core.git,github,"powsybl,power-systems,power-system-simulation,energy-system,modular,extensible,cim,java,groovy",Energy Modeling and Optimization,"2023/10/25, 09:28:22",107,52,22,true,Java,PowSyBl,powsybl,"Java,Groovy,Shell,Batchfile,JavaScript",https://www.powsybl.org,,"2017/09/29, 14:51:18",2217,MPL-2.0,308,2975,"2023/10/25, 06:11:56",231,2235,2520,428,0,49,1.7,0.759342915811088,"2023/10/06, 13:53:42",v6.0.1,12,75,false,,false,false,"farao-community/gridcapa-core-cc,farao-community/farao-flow-decomposition,powsybl/powsybl-network-store,powsybl/powsybl-case-server,gridsuite/dynamic-simulation-server,farao-community/gridcapa-cse-valid,powsybl/powsybl-network-area-diagram,nvoskos/powsybl-metrix,powsybl/powsybl-gse,BenoitJeanson/powsybl-power-grid-model,nicolas-pierr/dynawaltz-example,farao-community/gridcapa-swe,gridsuite/cgmes-gl-server,farao-community/farao-dependencies,farao-community/farao-legacy,farao-community/gridcapa-core-valid,zamarrenolm/network-viz,farao-community/gridcapa-cse,gridsuite/dynamic-mapping-server,itesla/network-diff-core,cesar-luis-galli/powsybl-incubator,powsybl/powsybl-tutorials,powsybl/powsybl-entsoe,powsybl/powsybl-eurostag,powsybl/powsybl-metrix,farao-community/farao-virtual-hubs,farao-community/farao-dichotomy,JLLeitschuh/ipst,powsybl/pypowsybl,itesla/network-diff-study-server,itesla/network-diff-server,murgeyseb/powsybl-flow-transfer,gridsuite/dependencies,gridsuite/balances-adjustment-server,gridsuite/loadflow-server,murgeyseb/ramuh-grid-overlay-provider,gridsuite/network-modification-server,gridsuite/odre-server,powsybl/powsybl-afs,mathbagu/powsybl-live-basics,powsybl/powsybl-diagram,powsybl/powsybl-open-loadflow,powsybl/powsybl-dynawo,itesla/ipst-dynamic-database,itesla/ipst-dynamic-simulation,powsybl/powsybl-incubator,farao-community/farao-core,powsybl/powsybl-core,itesla/ipst,itesla/PSM,murgeyseb/pypsa-loadflow,itesla/CGMES",,https://github.com/powsybl,https://www.powsybl.org,,,,https://avatars.githubusercontent.com/u/29916668?v=4,,,
PowSyBl Open Load Flow,An open source implementation of the load flow API that can be found in PowSyBl Core. It supports AC Newtow-Raphson and linear DC calculation methods.,powsybl,https://github.com/powsybl/powsybl-open-loadflow.git,github,"powsybl,klu,power-systems,power-system-simulation,energy-system,java,load-flow,power-flow,loadflow,powerflow",Energy Modeling and Optimization,"2023/10/23, 20:39:12",33,37,17,true,Java,PowSyBl,powsybl,Java,,,"2019/10/01, 13:48:47",1485,MPL-2.0,219,757,"2023/10/17, 15:05:34",28,797,859,249,8,14,3,0.513905683192261,"2023/09/28, 16:35:18",v1.3.0,0,29,false,,false,false,"farao-community/gridcapa-swe-csa,farao-community/gridcapa-core-cc,powsybl/powsybl-optimizer,powsybl/powsybl-dev-tools,farao-community/farao-flow-decomposition,powsybl/powsybl-balances-adjustment,powsybl/powsybl-network-area-diagram,powsybl/powsybl-integration-test,jeandemanged/powsybl-playground,powsybl/powsybl-diagram,farao-community/gridcapa-swe,gridsuite/sensitivity-analysis-server,farao-community/farao-core,farao-community/gridcapa-cse-valid,powsybl/powsybl-entsoe,geofjamg/olf-micro-benchmark,powsybl/powsybl-starter,powsybl/powsybl-dependencies,G-PST/power-flow-exercise,geofjamg/powsybl-test,powsybl/powsybl-benchmark,farao-community/gridcapa-core-valid,farao-community/gridcapa-rao-runner,farao-community/farao-dependencies,farao-community/gridcapa-cse,cesar-luis-galli/powsybl-incubator,gridsuite/security-analysis-server,gridsuite/merge-orchestrator-server,powsybl/powsybl-tutorials,geofjamg/pypowsybl,powsybl/pypowsybl,gridsuite/dependencies,gridsuite/case-validation-server,gridsuite/balances-adjustment-server,powsybl/powsybl-distribution,gridsuite/loadflow-server,powsybl/powsybl-incubator",,https://github.com/powsybl,https://www.powsybl.org,,,,https://avatars.githubusercontent.com/u/29916668?v=4,,,
matpower,"A package of M-files for solving power flow, continuation power flow and optimal power flow problems using MATLAB or Octave.",MATPOWER,https://github.com/MATPOWER/matpower.git,github,"matpower,matpower-github",Energy Modeling and Optimization,"2023/05/31, 17:11:01",344,0,72,true,MATLAB,MATPOWER Development,MATPOWER,"MATLAB,TeX,Python,Shell,Batchfile,Dockerfile,Makefile,M",https://matpower.org,",https://doi.org/10.5281/zenodo.3237850,https://doi.org/10.5281/zenodo.3237866,https://doi.org/10.5281/zenodo.3237900,https://doi.org/10.5281/zenodo.3237909,https://doi.org/10.5281/zenodo.4074135,https://doi.org/10.5281/zenodo.3236535.\n\n####,https://doi.org/10.5281/zenodo.4074122,https://doi.org/10.1109/TPWRS.2010.2051168\n,https://doi.org/10.1109/PES.2009.5275967\n,https://doi.org/10.1109/TPWRS.2007.901301\n,https://doi.org/10.1109/TSG.2013.2281001\n,https://doi.org/10.1109/TSTE.2018.2865454\n,https://doi.org/10.5281/zenodo.3236535\n,https://doi.org/10.5281/zenodo.3236519\n","2016/12/16, 19:12:30",2504,CUSTOM,78,2311,"2023/09/22, 07:58:26",29,35,177,44,33,3,0.2,0.018901890189019,"2022/12/23, 04:58:25",8.0b1,0,9,false,,false,true,,,https://github.com/MATPOWER,,,,,https://avatars.githubusercontent.com/u/22669039?v=4,,,
energyRt,Making Energy Systems Modeling as simple as a linear regression in R.,energyRt,https://github.com/energyRt/energyRt.git,github,"energy-models,gams,glpk,pyomo,julia",Energy Modeling and Optimization,"2022/12/05, 20:58:11",19,0,2,true,R,,,"R,Python,GAMS,Julia,AMPL,TeX",http://www.energyRt.org,,"2016/03/17, 16:08:29",2778,AGPL-3.0,9,1321,"2022/11/24, 17:23:03",0,28,33,3,335,0,0,0.183656276326874,"2020/01/17, 08:33:17",0.01.04.9000,0,5,false,,false,false,,,,,,,,,,,
MVS,"The multi-vector simulator allows the evaluation of local sector-coupled energy systems that include the energy carriers electricity, heat and/or gas.",rl-institut,https://github.com/rl-institut/multi-vector-simulator.git,github,oemof,Energy Modeling and Optimization,"2023/06/07, 08:49:41",21,2,4,true,Python,Reiner Lemoine Institut,rl-institut,"Python,CSS",,",https://doi.org/10.5281/zenodo.4610237\n","2019/07/29, 14:57:11",1549,GPL-2.0,32,4994,"2023/09/07, 13:22:30",129,475,837,9,48,7,1,0.653308480894688,"2021/05/31, 15:11:08",v1.0.0,3,13,false,,false,true,"open-plan-tool/simulation-server,rl-institut/mvs_eland_api",,https://github.com/rl-institut,http://www.reiner-lemoine-institut.de,Berlin/Germany,,,https://avatars.githubusercontent.com/u/18393972?v=4,,,
