,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
330,hpxml,Home Performance XML is a data transfer standard for the home performance industry.,hpxmlwg,https://github.com/hpxmlwg/hpxml.git,github,,Buildings and Heating,"2022/06/29, 21:19:27",30.0,0.0,0.0,True,Python,HPXML Working Group,hpxmlwg,"Python,Makefile,Batchfile",http://hpxmlonline.com,,"2014/10/14, 14:53:49",2882.0,CUSTOM,70.0,1098.0,"2022/06/29, 21:19:31",59.0,181.0,281.0,41.0,67.0,16.0,0.3,0.3733681462140992,"2022/06/29, 21:23:38",v3.1,0.0,9.0,False,,False,False,,,https://github.com/hpxmlwg,http://hpxmlonline.com,,,,https://avatars.githubusercontent.com/u/9216350?v=4,,,,7.895890410958904,2.637214137214137,1.735966735966736,2.70997920997921,0.6987724117041788
331,HPXML to Home Energy Score Translator,This translator script takes an HPXML file or directory of files as an input and generates HEScore inputs from it.,NREL,https://github.com/NREL/hescore-hpxml.git,github,,Buildings and Heating,"2022/06/30, 17:06:57",18.0,0.0,2.0,True,Python,National Renewable Energy Laboratory,NREL,Python,,,"2014/09/18, 16:59:56",2908.0,BSD-2-Clause,280.0,803.0,"2022/06/28, 21:11:12",11.0,83.0,200.0,50.0,68.0,1.0,1.8,0.449685534591195,"2022/07/06, 17:03:57",v7.0.2,0.0,5.0,False,,False,False,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,7.967123287671233,2.9085239085239087,1.9267151767151767,2.2214137214137213,0.7079159380866358
332,LoadProfileGenerator,A program for generating load curves for residential consumers. Agent-based and extremely detailed.,FZJ-IEK3-VSA,https://github.com/FZJ-IEK3-VSA/LoadProfileGenerator.git,github,,Buildings and Heating,"2022/03/03, 19:52:25",13.0,0.0,4.0,True,C#,FZJ-IEK3,FZJ-IEK3-VSA,"C#,TeX,Smalltalk,Batchfile",,,"2020/06/18, 09:41:13",808.0,MIT,82.0,226.0,"2022/07/18, 11:28:24",3.0,13.0,15.0,10.0,48.0,0.0,0.4,0.2689075630252101,"2022/02/28, 14:52:09",v10.8.0,0.0,4.0,False,,False,False,,,https://github.com/FZJ-IEK3-VSA,https://www.fz-juelich.de/iek/iek-3/EN/Home/home_node.html,Forschungszentrum Jülich,,,https://avatars.githubusercontent.com/u/28654423?v=4,,,,2.213698630136986,2.2104989604989607,1.3825363825363826,1.0478170478170479,0.47529970931161797
334,VOLTTRON,A platform that provides services for collecting and storing data from buildings and devices. It provides an environment for developing applications that interact with data.,VOLTTRON,https://github.com/VOLTTRON/volttron.git,github,"buildings,bacnet,modbus,python,message-bus,office-hours,volttron,volttron-applications,volttron-instance",Buildings and Heating,"2022/03/02, 20:50:37",387.0,76.0,37.0,True,Python,,VOLTTRON,"Python,JavaScript,HTML,Shell,CSS,Dockerfile",https://volttron.readthedocs.io/,,"2013/11/07, 02:07:46",3223.0,CUSTOM,70.0,10352.0,"2022/09/02, 21:30:04",361.0,1585.0,2617.0,203.0,2.0,10.0,0.4,0.5897824987354577,"2022/01/14, 19:25:38",8.1.3,0.0,63.0,False,,False,True,"eclipse-volttron/volttron-platform-driver,eclipse-volttron/volttron-lib-base-driver,groupnire/ESTCP-volttorn-EMS-agents,davidraker/TransactiveNodeAgent,eclipse-volttron/volttron-testing,eclipse-volttron/volttron-listener,IntwineConnect-archive/integrate-TranslatorAgent,Bowriverstudio/volttron-kirkland,sankanire201/MITLL_BEMS_controller,sankanire201/ESTCP_OPAL,sankanire201/ESTCP_EMS,bbartling/hvac_volttron_agents,ajfar-bem/wisebldg,VOLTTRON/volttron-applications-contrib,VOLTTRON/volttron-pnnl-applications,TPponmat/enerkey_os,ChargePoint/volttron,ChargePoint/volttron-applications,kwarodom/bemoss_os-2,LBNL-ETA/LPDM-Volttron,rkini-pnnl/pnnl-project,wietlabs/volttron-optimizer,VOLTTRON-UI-API/volttron-ui-api,Soulweed/Agent,mihaiscutaru/drimpacVEN,dzimmanck/volttron-homeassistant,pyffpyff/ACMG_lastest,hlngo/tns,pyffpyff/new-changing,pyffpyff/ACMGAgent,Sgkamnuanchai/bems,SenHuang19/VOLTTRON_communication,simplco/Volttron-Monitor-Agent,VOLTTRON/volttron-GS,pyffpyff/ACMGAgent_old-version-backup,VOLTTRON/EnergyPlus-Volttron-Toolkit,mohantysubhendu/Bemoss_New,BEMOSSPlus/BEMOSSx,kwarodom/bemoss_os-1,IntwineConnect/volttron-CTAagent,OpenBMS/volttron-demo,IntwineConnect-archive/integrate-HomeownerAgent,kruthikarshankar/bemoss_web_ui,cyrus19901/volttron-homeassistant,bruskauff/BBB-VOLTTRON,IntwineConnect-archive/integrate-TestMessageOriginatorAgent,cdcorbin-pnnl/volttron-models,cdcorbin-pnnl/volttron-pubsub,cdcorbin-pnnl/volttron-market,IntwineConnect/volttron-CPRAgent,kmorri09/openevse_volttron,cyrus19901/VOLTTRON-azure,cyrus19901/VOLTTRON-Cloud,cyrus19901/Volttron-transactive,kgegner/BeagleBoneCode,nikithark/DMS-BMS,VOLTTRON/volttron-models,IntwineConnect-archive/integrate-UtilityAgent,VOLTTRON/volttron-pubsub,VOLTTRON/volttron-trxhvac,cdcorbin-pnnl/volttron-trxhvac,rborde/volttron,VOLTTRON/econ-dispatch,cdcorbin-pnnl/volttron-energyplus,bemoss/BEMOSS3.5,joeldevlearning/volt-sensor-prototype,NREL/volttime,Aditya23456/BEMOSS3.5,Jordan87M/DCMGAgents,VOLTTRON/deprecated-volttron-applications,miraabid/bemoss,so3500/volttron-kafka,TPponmat/TP,IntwineConnect/volttron-OSISoftPi,rajeee/bemoss_os,VOLTTRON/volttron",,https://github.com/VOLTTRON,http://volttron.org,,,,https://avatars.githubusercontent.com/u/5875448?v=4,,,,8.830136986301369,2.1522869022869022,2.4293139293139294,3.873180873180873,0.823130137733754
335,EnergyPlus,"A whole building energy simulation program that engineers, architects, and researchers use to model both energy consumption and water usage in buildings.",NREL,https://github.com/NREL/EnergyPlus.git,github,,Buildings and Heating,"2022/08/30, 13:03:04",764.0,0.0,143.0,True,C++,National Renewable Energy Laboratory,NREL,"C++,Fortran,Python,VBA,CMake,C,REALbasic,Batchfile,Shell,Qt Script,HTML,Ruby,Xojo",https://energyplus.net,,"2013/11/22, 14:47:34",3208.0,CUSTOM,4375.0,31473.0,"2022/08/30, 13:03:07",811.0,2688.0,8804.0,553.0,5.0,42.0,4.1,0.8558776557131104,"2022/08/24, 12:44:31",v22.2.0-IOFreeze,0.0,71.0,False,,False,True,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,8.789041095890411,3.128378378378379,2.955301455301455,3.9656964656964657,0.9925648665838933
336,OpenStudio,A cross-platform collection of software tools to support whole building energy modeling using EnergyPlus and advanced daylight analysis using Radiance.,NREL,https://github.com/NREL/OpenStudio.git,github,,Buildings and Heating,"2022/09/02, 08:06:30",391.0,6.0,49.0,True,C++,National Renewable Energy Laboratory,NREL,"C++,Ruby,XSLT,CMake,SWIG,Jupyter Notebook,JavaScript,Python,C#,Shell,Qt Script,Java,Batchfile,C",https://www.openstudio.net/,,"2013/07/03, 19:34:37",3350.0,CUSTOM,1402.0,18271.0,"2022/09/02, 13:35:22",192.0,1787.0,4390.0,223.0,2.0,10.0,1.3,0.7351620947630922,"2022/05/07, 14:42:58",v3.4.0-vcomp,0.0,42.0,False,,False,True,"jmarrec/geomeffibem,melanie-ensta/CityLearn,juliet29/cee256_final_2022,intelligent-environments-lab/CityLearn,DimitrisMantas/ADAPT,TShapinsky/openstudio-metadata-utility",,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,9.178082191780822,2.6652806652806653,2.744282744282744,3.8866943866943866,0.9135838763602532
337,BEMServer,An open source Python server to deploy energy management solutions for buildings.,HIT2GAP-EU-PROJECT,https://github.com/HIT2GAP-EU-PROJECT/bemserver.git,github,,Buildings and Heating,"2020/01/28, 09:03:25",34.0,0.0,9.0,True,Python,HIT2GAP,HIT2GAP-EU-PROJECT,"Python,Shell,Dockerfile,Mako",http://bemserver.org,,"2019/07/16, 14:45:14",1146.0,CUSTOM,0.0,66.0,"2022/02/14, 12:49:56",5.0,2.0,4.0,1.0,202.0,0.0,0.0,0.4705882352941176,"2019/08/21, 16:23:01",v0.1,0.0,3.0,False,,False,True,,,https://github.com/HIT2GAP-EU-PROJECT,http://www.hit2gap.eu/,,,,https://avatars.githubusercontent.com/u/27004362?v=4,,,,3.1397260273972605,1.29989604989605,1.1065488565488566,0.48284823284823286,0.30141974945161837
338,SEED,Standard Energy Efficiency Data Platform™ is a web-based application that helps organizations easily manage data on the energy performance of large groups of buildings.,SEED-platform,https://github.com/SEED-platform/seed.git,github,"energy,commercial,buildings",Buildings and Heating,"2022/08/31, 20:04:27",87.0,0.0,15.0,True,Python,Standard Energy Efficiency Data Platform™,SEED-platform,"Python,JavaScript,HTML,SCSS,Shell,Dockerfile,Mustache",,,"2014/10/20, 04:26:53",2876.0,CUSTOM,1589.0,10434.0,"2022/08/31, 20:04:28",171.0,1526.0,3326.0,930.0,4.0,3.0,1.3,0.7777938203869477,"2022/07/20, 05:53:21",v2.15.1,0.0,40.0,False,,False,True,,,https://github.com/SEED-platform,http://energy.gov/eere/buildings/standard-energy-efficiency-data-platform,,,,https://avatars.githubusercontent.com/u/7445100?v=4,,,,7.879452054794521,2.9667359667359667,2.761434511434511,3.8425155925155927,0.9434715329856526
339,HPWHsim,An open source simulation model for Heat Pump Water Heaters (HPWH).,EcotopeResearch,https://github.com/EcotopeResearch/HPWHsim.git,github,,Buildings and Heating,"2022/04/19, 20:42:28",9.0,0.0,1.0,True,C++,"Ecotope, Inc.",EcotopeResearch,"C++,CMake",,,"2015/12/04, 01:24:35",2466.0,BSD-3-Clause,51.0,733.0,"2022/04/19, 21:27:52",3.0,138.0,141.0,14.0,138.0,0.0,1.0,0.5211538461538461,"2022/04/19, 21:28:39",v1.18.1,0.0,7.0,False,,False,False,,,https://github.com/EcotopeResearch,www.ecotope.com,"Seattle, WA",,,https://avatars.githubusercontent.com/u/10763891?v=4,,,,6.756164383561644,2.4433471933471935,2.022349272349272,2.3295218295218296,0.6788830491800444
340,OpenStudio-ERI,Calculates an Energy Rating Index (ERI) via an OpenStudio/EnergyPlus-based workflow. Building information is provided through an HPXML file.,NREL,https://github.com/NREL/OpenStudio-ERI.git,github,,Buildings and Heating,"2022/08/31, 23:31:17",11.0,0.0,4.0,True,Ruby,National Renewable Energy Laboratory,NREL,"Ruby,Python,CSS,Batchfile,Makefile",,,"2017/07/28, 17:08:03",1864.0,CUSTOM,574.0,7562.0,"2022/08/18, 23:31:57",11.0,557.0,629.0,82.0,17.0,5.0,0.0,0.2079491907396025,"2022/08/17, 00:32:18",v1.4.3,0.0,13.0,False,,False,False,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,5.1068493150684935,2.9646569646569643,1.3264033264033264,3.384095634095634,0.7433483312526142
341,OpenStudio-HPXML,Modeling of residential buildings in EnergyPlus using OpenStudio/HPXML.,NREL,https://github.com/NREL/OpenStudio-HPXML.git,github,,Buildings and Heating,"2022/09/02, 23:59:59",21.0,0.0,8.0,True,Ruby,National Renewable Energy Laboratory,NREL,"Ruby,Python",,,"2018/11/02, 23:02:25",1402.0,CUSTOM,2191.0,9334.0,"2022/09/03, 00:00:01",93.0,936.0,1074.0,313.0,2.0,15.0,1.8,0.4568260316306126,"2022/05/12, 23:56:04",v1.4.0,0.0,10.0,False,,False,False,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,3.841095890410959,2.7323284823284824,2.1923076923076925,3.4308731808731814,0.8203788107265192
342,AixLib,A Modelica model library for building performance simulations.,RWTH-EBC,https://github.com/RWTH-EBC/AixLib.git,github,,Buildings and Heating,"2022/08/17, 09:35:52",133.0,0.0,20.0,True,Modelica,RWTH Aachen University - E.ON Energy Research Center - Institute for Energy Efficient Buildings and Indoor Climate,RWTH-EBC,"Modelica,Motoko,Python,C,HTML,CSS,JavaScript,Java,TeX,Shell,Batchfile,Makefile,C++",https://ebc-tools.eonerc.rwth-aachen.de/aixlib,,"2014/07/10, 08:04:06",2978.0,CUSTOM,510.0,5138.0,"2022/09/01, 18:31:45",39.0,700.0,1291.0,185.0,3.0,10.0,1.0,0.7468142186452046,"2022/08/08, 13:54:00",v1.3.0,1.0,55.0,False,,False,True,,,https://github.com/RWTH-EBC,http://www.ebc.eonerc.rwth-aachen.de/,"RWTH Aachen University, Aachen, Germany",,,https://avatars.githubusercontent.com/u/8121773?v=4,,,,8.158904109589042,2.7832640332640333,2.7255717255717253,3.720893970893971,0.9100101608146892
343,TEASER,Tool for Energy Analysis and Simulation for Efficient Retrofit.,RWTH-EBC,https://github.com/RWTH-EBC/TEASER.git,github,"python,simulation,buildings,urban-energy-modeling,hacktoberfest",Buildings and Heating,"2022/08/16, 14:39:47",75.0,4.0,13.0,True,Python,RWTH Aachen University - E.ON Energy Research Center - Institute for Energy Efficient Buildings and Indoor Climate,RWTH-EBC,Python,,,"2015/10/22, 13:57:56",2509.0,CUSTOM,40.0,2720.0,"2022/08/30, 09:03:00",44.0,337.0,675.0,17.0,5.0,4.0,1.3,0.6149425287356323,"2021/07/23, 13:12:18",v0.7.6,0.0,20.0,False,,False,False,"urbanopt/geojson-modelica-translator-examples,Helarga/geojson-modelica-translator,urbanopt/geojson-modelica-translator,RWTH-EBC/X-HD",,https://github.com/RWTH-EBC,http://www.ebc.eonerc.rwth-aachen.de/,"RWTH Aachen University, Aachen, Germany",,,https://avatars.githubusercontent.com/u/8121773?v=4,,,,6.873972602739726,1.7037422037422039,2.509355509355509,3.3399168399168397,0.7405004426639663
345,IDEAS,A Modelica model library for integrated building or district energy simulations.,open-ideas,https://github.com/open-ideas/IDEAS.git,github,,Buildings and Heating,"2022/08/27, 14:04:04",95.0,0.0,15.0,True,Modelica,OpenIDEAS,open-ideas,"Modelica,Motoko,Python,HTML,CSS,JavaScript,C,Java,Jupyter Notebook,TeX,Batchfile,Shell,Makefile",,,"2014/02/18, 13:02:55",3120.0,MIT,219.0,5194.0,"2022/08/02, 10:06:06",26.0,650.0,1268.0,71.0,33.0,1.0,1.2,0.3711727325245523,"2022/05/03, 13:34:18",v3.0,0.0,21.0,False,,False,False,,,https://github.com/open-ideas,,,,,https://avatars.githubusercontent.com/u/5467967?v=4,,,,8.547945205479452,2.7104989604989607,2.225051975051975,3.5748440748440746,0.8338033895468606
346,tespy,"Provides a powerful simulation toolkit for thermal engineering plants such as power plants, district heating systems or heat pumps.",oemof,https://github.com/oemof/tespy.git,github,"thermodynamics,process-engineering,cooling,heating,energy-system,powerplant,python,simulation,exergy,refrigeration",Buildings and Heating,"2022/08/21, 10:27:59",146.0,15.0,45.0,True,Python,oemof community,oemof,"Python,TeX,Batchfile",https://tespy.readthedocs.io,",https://doi.org/10.5281/zenodo.2555866\n\n,https://doi.org/10.21105/joss.02178,https://doi.org/10.5281/zenodo.2555866.\n\nLicense\n=======\nCopyright","2017/12/11, 08:44:12",1728.0,MIT,176.0,2894.0,"2022/08/21, 10:28:08",28.0,210.0,311.0,46.0,14.0,8.0,0.0,0.1018081761006289,"2022/05/15, 09:41:33",v0.6.0,0.0,20.0,False,,True,True,"ChaofanChen/ORCSimulator,fwitte/chp_orc,NicholasFry/Heat-pump-DH-web-application,fwitte/refrigeration_cycle_exergy,fwitte/sCO2_exergy,fwitte/tespy_tutorial_usermeeting_2021,fwitte/SEGS_exergy,mohankmn/congenial-train,lodetomasi/Covid-Tweets-Analysis,ufz/ogs-data,lkqhvac/ogs6,jbathmann/ogs,fwitte/fluprodia,project-angus/IF_HeatSys_GeoStorage,project-angus/IF_PPlant_GeoStorage",,https://github.com/oemof,https://oemof.org,Germany,,,https://avatars.githubusercontent.com/u/8503379?v=4,,,,4.734246575342466,2.495841995841996,1.3056133056133057,3.1606029106029108,0.6731171740904432
348,City Energy Analyst,"Helps you to analyze the effects of building retrofits, land-use planning, district heating and cooling and renewable energy on the future costs, emissions and energy consumption of neighborhoods and districts.",architecture-building-systems,https://github.com/architecture-building-systems/CityEnergyAnalyst.git,github,,Buildings and Heating,"2022/09/02, 07:23:15",132.0,0.0,22.0,True,Python,Architecture and Building Systems,architecture-building-systems,"Python,Jupyter Notebook,HTML,NSIS,Shell,Batchfile,Dockerfile",,",https://doi.org/10.5281/zenodo.6494266","2016/01/12, 10:02:17",2427.0,MIT,460.0,12833.0,"2022/08/29, 13:15:17",83.0,1059.0,3149.0,204.0,6.0,3.0,1.0,0.7017054596160035,"2022/05/12, 09:31:12",v3.31.0,0.0,29.0,False,,False,False,,,https://github.com/architecture-building-systems,http://systems.arch.ethz.ch,,,,https://avatars.githubusercontent.com/u/8478952?v=4,,,,6.64931506849315,2.732848232848233,2.611746361746362,3.7775467775467777,0.896632529764194
349,Modelica Buildings library,A free and open source library with dynamic simulation models for building energy and control systems.,lbl-srg,https://github.com/lbl-srg/modelica-buildings.git,github,"modelica,buildings,control,energy-efficiency",Buildings and Heating,"2022/09/01, 18:31:01",159.0,0.0,25.0,True,Modelica,Berkeley Lab - Modeling & Simulation,lbl-srg,"Modelica,Motoko,C,HTML,Python,Java,CSS,JavaScript,Batchfile,Makefile,MAXScript,TeX,Shell,CMake",,",https://doi.org/10.1080/19401493.2013.765506""\n","2013/03/03, 16:36:03",3472.0,MIT,207.0,13787.0,"2022/09/01, 18:31:03",153.0,1732.0,2947.0,484.0,3.0,22.0,0.3,0.3646560846560847,"2022/05/31, 15:22:07",v9.0.0,0.0,37.0,False,,False,False,,,https://github.com/lbl-srg,https://buildings.lbl.gov/modeling-simulation,,,,https://avatars.githubusercontent.com/u/3753398?v=4,,,,9.512328767123288,2.6023908523908523,2.064968814968815,3.8393970893970897,0.8265300309389625
350,StROBe,An open web tool developed at the KU Leuven Building Physics Section to model the pervasive space for residential integrated district energy assessment simulations in the openIDEAS modeling environment.,open-ideas,https://github.com/open-ideas/StROBe.git,github,,Buildings and Heating,"2021/02/03, 15:16:31",23.0,0.0,3.0,True,Python,OpenIDEAS,open-ideas,Python,,",https://doi.org/10.1080/19401493.2015.1070203\n2","2013/10/01, 12:45:56",3260.0,MIT,0.0,208.0,"2022/02/16, 12:02:53",10.0,21.0,30.0,1.0,200.0,2.0,0.0,0.1689189189189189,,,0.0,9.0,False,,False,False,,,https://github.com/open-ideas,,,,,https://avatars.githubusercontent.com/u/5467967?v=4,,,,8.931506849315069,1.1013513513513513,1.1444906444906444,1.4833679833679834,0.3684428248933094
353,Hotmaps,The open source mapping and planning tool for heating and cooling.,HotMaps,https://github.com/HotMaps/Hotmaps-toolbox-service.git,github,,Buildings and Heating,"2020/10/20, 12:49:22",4.0,0.0,2.0,True,Python,,HotMaps,"Python,Dockerfile,Shell",,,"2017/02/13, 08:46:11",2029.0,Apache-2.0,0.0,694.0,"2022/07/06, 20:24:40",22.0,4.0,5.0,2.0,60.0,14.0,0.0,0.61328125,,,0.0,13.0,False,,False,False,,,https://github.com/HotMaps,https://www.hotmaps-project.eu/,,,,https://avatars.githubusercontent.com/u/25738377?v=4,,,,5.558904109589041,0.9308731808731809,1.7650727650727651,1.5192307692307692,0.42342795023119856
354,BuildSysPro,"EDF's Modelica library for buildings, districts and energy systems modeling.",EDF-TREE,https://github.com/EDF-Lab/BuildSysPro.git,github,,Buildings and Heating,"2022/03/21, 12:16:57",37.0,0.0,5.0,True,Modelica,,EDF-Lab,"Modelica,Motoko,Python,HTML,CSS,C,Java,TeX,Batchfile,Makefile,Shell",,,"2016/01/29, 12:43:53",2410.0,CUSTOM,23.0,88.0,"2020/12/08, 18:36:09",1.0,4.0,7.0,0.0,635.0,0.0,0.0,0.6585365853658536,"2022/03/21, 12:24:40",v3.5.0,0.0,8.0,False,,False,False,,,https://github.com/EDF-Lab,https://www.edf.fr/en/the-edf-group/inventing-the-future-of-energy/r-d-global-expertise,France,,,https://avatars.githubusercontent.com/u/16956822?v=4,,,,6.602739726027397,2.0602910602910605,1.6392931392931391,0.9225571725571725,0.47797935747811987
355,MPCPy,The Python-based open source platform for model predictive control in buildings.,lbl-srg,https://github.com/lbl-srg/MPCPy.git,github,,Buildings and Heating,"2022/01/08, 16:32:00",89.0,0.0,18.0,True,Python,Berkeley Lab - Modeling & Simulation,lbl-srg,"Python,Modelica",,,"2017/02/22, 15:26:54",2020.0,CUSTOM,3.0,630.0,"2022/01/08, 16:32:03",40.0,87.0,175.0,1.0,239.0,1.0,0.1,0.0356435643564356,"2017/08/07, 02:57:48",v0.1.0,0.0,5.0,False,,False,False,,,https://github.com/lbl-srg,https://buildings.lbl.gov/modeling-simulation,,,,https://avatars.githubusercontent.com/u/3753398?v=4,,,,5.534246575342466,1.4158004158004158,1.0363825363825363,2.132016632016632,0.4434746999987709
356,obc,"Performance Evaluation, Specification, Deployment and Verification of Building Control Sequences.",lbl-srg,https://github.com/lbl-srg/obc.git,github,,Buildings and Heating,"2022/06/22, 15:18:56",17.0,0.0,0.0,True,HTML,Berkeley Lab - Modeling & Simulation,lbl-srg,"HTML,Python,CSS,TeX,Modelica,Makefile,Shell",http://obc.lbl.gov,,"2016/12/15, 16:22:04",2089.0,CUSTOM,59.0,662.0,"2022/06/22, 15:19:05",10.0,71.0,114.0,32.0,74.0,0.0,0.0,0.4109347442680776,,,0.0,11.0,False,,False,False,,,https://github.com/lbl-srg,https://buildings.lbl.gov/modeling-simulation,,,,https://avatars.githubusercontent.com/u/3753398?v=4,,,,5.723287671232876,1.9272349272349274,1.4797297297297298,2.3009355509355514,0.5612060650033669
360,BuildingSystems,"The Modelica open source BuildingSystems library is developed for dynamic simulation of the energetic behavior of single rooms, buildings and whole districts.",UdK-VPT,https://github.com/UdK-VPT/BuildingSystems.git,github,"modelica,building,energy,simulation",Buildings and Heating,"2022/05/19, 22:32:53",56.0,0.0,9.0,True,Modelica,UdK-VPT,UdK-VPT,"Modelica,Motoko,Python,HTML,JavaScript,C,CSS,Java,TeX,Batchfile,Makefile,Shell",http://modelica-buildingsystems.de/,,"2015/11/09, 09:17:44",2491.0,BSD-3-Clause,39.0,731.0,"2022/02/15, 14:35:06",27.0,92.0,145.0,10.0,201.0,2.0,0.1,0.4077046548956661,,,0.0,10.0,False,,False,False,,,https://github.com/UdK-VPT,http://www.arch.udk-berlin.de/vpt,Berlin,,,https://avatars.githubusercontent.com/u/10708399?v=4,,,,6.824657534246575,1.8435550935550937,1.6959459459459458,2.3996881496881497,0.5850208811518923
361,modelica-ibpsa,A Modelica library for building and district energy systems developed within IBPSA Project 1.,ibpsa,https://github.com/ibpsa/modelica-ibpsa.git,github,,Buildings and Heating,"2022/08/26, 13:29:22",106.0,0.0,22.0,True,Modelica,IBPSA,ibpsa,"Modelica,Motoko,Python,HTML,CSS,JavaScript,C,Java,TeX,Batchfile,Makefile,Shell",https://ibpsa.github.io/project1,,"2013/09/21, 05:49:03",3270.0,BSD-3-Clause,400.0,6467.0,"2022/08/26, 13:29:26",42.0,865.0,1591.0,108.0,9.0,9.0,1.3,0.4584456424079065,"2018/09/27, 19:52:29",v3.0.0,0.0,43.0,False,,False,False,,,https://github.com/ibpsa,http://www.ibpsa.org,Worldwide,,,https://avatars.githubusercontent.com/u/16223588?v=4,,,,8.95890410958904,2.2333679833679834,2.4604989604989607,3.74012474012474,0.8240371205011874
362,project1,Creates open source software that builds the basis of next generation computing tools for the design and operation of building and district energy and control systems.,ibpsa,https://github.com/ibpsa/project1.git,github,"ibpsa,modelica,bim,simulation,optimization,mpc",Buildings and Heating,"2022/07/19, 12:55:30",48.0,0.0,3.0,True,Modelica,IBPSA,ibpsa,"Modelica,HTML,Python,CSS,TeX,Batchfile,Jupyter Notebook,Makefile,JavaScript,SCSS,Shell",,,"2016/07/29, 05:49:31",2228.0,BSD-3-Clause,57.0,678.0,"2022/07/19, 12:55:26",8.0,33.0,42.0,2.0,47.0,1.0,0.1,0.575,,,0.0,29.0,False,,False,False,,,https://github.com/ibpsa,http://www.ibpsa.org,Worldwide,,,https://avatars.githubusercontent.com/u/16223588?v=4,,,,6.104109589041096,1.405925155925156,2.147089397089397,2.203222453222453,0.5734677373137727
363,teb,A library to calculate the urban surface energy balance at neighborhood scale assuming a simplified canyon geometry.,TEB-model,https://github.com/TEB-model/teb.git,github,"energy-balance-model,urban-meteorology,land-surface-model,meteorology,building-energy,energy-model,energy-consumption,energy-simulation,urban-planning,atmospheric-modelling,environmental-modelling,cmake,teb,town-energy-balance,urban-energy-budget,forecasting-model",Buildings and Heating,"2021/12/13, 10:03:17",17.0,0.0,5.0,True,Fortran,,TEB-model,"Fortran,Python,TeX,CMake",,",https://doi.org/10.21105/joss.02008,https://doi.org/10.5281/zenodo.3887080,https://doi.org/10.1029/2019MS001961,https://doi.org/10.1007/s00703-008-0289-4,https://doi.org/10.1023/A:1002463829265,https://doi.org/10.21105/joss.02008,https://doi.org/10.5281/zenodo.3887080,https://doi.org/10.1023/A:1002463829265.\n\n,https://doi.org/10.21105/joss.02008.\n\n*please,https://doi.org/10.5281/zenodo.3887080","2019/04/14, 10:30:15",1239.0,BSD-3-Clause,3.0,73.0,"2021/12/13, 09:51:26",2.0,35.0,43.0,2.0,265.0,0.0,0.4,0.028169014084507,"2021/12/13, 10:08:38",4.1.2,0.0,2.0,False,,False,True,,,https://github.com/TEB-model,,,,,https://avatars.githubusercontent.com/u/44439852?v=4,,,,3.3945205479452056,1.804054054054054,0.9490644490644491,1.025987525987526,0.3819918071806625
365,DHNx,This package provides an open toolbox for district heating and cooling network optimization and simulation models.,oemof,https://github.com/oemof/DHNx.git,github,,Buildings and Heating,"2022/08/10, 14:03:40",15.0,2.0,5.0,True,Python,oemof community,oemof,Python,,",https://zenodo.org/search?page=1&size=20&q=dhnx,https://doi.org/10.5278/ijsepm.6248,https://doi.org/10.5278/ijsepm.6248,https://doi.org/10.5281/zenodo.5084392\r\n\r\n","2019/06/12, 11:28:54",1180.0,MIT,67.0,1031.0,"2022/08/10, 14:03:45",24.0,44.0,70.0,9.0,25.0,5.0,2.3,0.4743455497382198,"2021/07/09, 08:03:11",v0.0.2,0.0,7.0,False,,False,False,"chrklemm/SESMG,GregorBecker/SESMG",,https://github.com/oemof,https://oemof.org,Germany,,,https://avatars.githubusercontent.com/u/8503379?v=4,,,,3.232876712328767,1.9043659043659045,2.112785862785863,2.0618503118503115,0.6101201596417979
